Title_Item,Price,Original Price,description,time_of_published,status
DOLCE &GABBANA  SUN GLASSES,90.0,777.0,DOLCE & GABBANA SUN GLASSES NO SCRATCHES  BEAUTIFUL COLOR,2020-06-28T12:27:09-07:00,sold_out
Guess Bag,75.0,777.0,Guess Bag  With shoulder strap that says  Guess Really unique  Stile Like New Condition ❤️,2020-04-17T18:09:10-07:00,sold_out
Gucci Bag and wallet vintage,350.0,0.0,Gucci Rare purce and Gucci wallet all original hard to find minor wear on the edge of the purse and on the closure of the wallet has some rubbing but other than that good condition for their age,2020-03-06T11:40:17-08:00,sold_out
Michael kors Bag,100.0,0.0,Like New Michael Kors shoulder bag new condition never used canvas leather beautiful  leather with   Fringe on the draw string Great for summer or any time of the year really a cute 💼,2020-06-10T12:26:40-07:00,sold_out
Coach Fanny pack,115.0,999.0,Coach Fannypack beautiful designs on the front has one zipper in the front and one in the back adjustable straps so you could wear around your waist beautiful bag new never used ❤️,2020-03-06T11:49:39-08:00,sold_out
Tory Burch Shoes 👠,95.0,0.0,Like New condition Only  worn a few times they are really comfortable❤️,2020-04-15T14:57:23-07:00,sold_out
Bebe Sunglasses,24.0,0.0,Bebe Beautiful sunglasses no scratches has beautiful rhinestones on the side nice looking,2020-03-28T11:59:31-07:00,sold_out
Michael Kors handbag or shoulder,65.0,0.0,Beautiful Michael Kors bag comes with little wallet 11 inches in width 9 inches in length 18 inches shoulder drop  New condition no wear 👍,2020-06-03T15:14:32-07:00,sold_out
I am selling this beautiful large leather bag i,90.0,600.0,It is from India fringe all over it very large it is a Raz designer bag.,2020-02-17T22:42:31-08:00,sold_out
So HoClick Dress,30.0,275.0,So many spring colors spandex it fits great it’s so soft on your skin❤️,2020-03-06T20:47:56-08:00,sold_out
Dooney&Bourke new never used beautiful Dust Bag,200.0,777.0,Dooney &Bourke Beautiful shoulder bag never used great for spring beautiful detail❤️,2020-04-01T13:40:09-07:00,sold_out
Oakley sunglasses,35.0,0.0,Beautiful older style no scratches perfect shape,2020-03-28T11:19:02-07:00,sold_out
Gucci Sun Glasses,110.0,777.0,Gucci authentic sunglasses new condition no scratches or flaws beautiful❤️,2020-04-21T14:45:22-07:00,sold_out
Michael Kors Hand bag,30.0,350.0,Beautiful bag has one zipper compartment and four other  excellent condition all leather with studs for wear every day❤️,2020-02-21T12:58:27-08:00,sold_out
Disney   Purse,45.0,0.0,Very cute nice canvas bag just wipe it clean has two pockets in the front great for your phone  and one zipper compartment inside love this bag like new never used 💕,2020-04-08T19:07:27-07:00,sold_out
Gucci Shoulder bag authentic,250.0,1000.0,This Gucci bag is in  Excellent condition except it is missing the Gucci emblem on the front and has some small staining around the inside of the bag which is not even noticeable the zippers were great your wife please clean very nice bag very rare excellent condition except it is missing the Gucci emblem on the front and has some small stain around the inside of the bag which is not even noticeable the zippers work great you wiped it clean very nice bag very rare price is firm.,2020-04-23T07:32:31-07:00,sold_out
Mackowsky  designers bag,75.0,475.0,Makowsky designers bag excellent condition all leather with design animal print on the inside beautiful bag you will turn heads with this one ❤️,2020-02-21T13:35:02-08:00,sold_out
Boots,100.0,250.0,Beautiful suedes  and fur boots only wrong once like new.,2020-02-17T15:31:06-08:00,sold_out
Beautiful Beverly Hills polo club m medium,35.0,100.0,Leather Crossbody bag,2020-02-17T16:04:31-08:00,sold_out
Michael Kors,225.0,999.0,Beautiful Michael Kors leather hobo bag like new condition nice for any time spring or fall❤️,2020-03-12T08:33:23-07:00,sold_out
Michael korsLeather bag,35.0,999.0,It’s a nice size Bag and very pretty like new condition no stains excellent shape❤️,2020-03-17T11:10:32-07:00,sold_out
Coach bag,38.0,250.0,Like new yellow leather coach bag exe excellent condition never use great for spring.,2020-02-17T16:31:23-08:00,sold_out
Oakley sunglasses,40.0,777.0,Oakley sunglasses beautiful condition vintage comes with case and bag very comfortable,2020-03-28T11:05:09-07:00,sold_out
Patricia Nash Bag,70.0,650.0,Beautiful  edged all over the bag all leather with suede lining the zippers all work great but the front one lost the part to pull the zipper but it still works fine in excellent condition like new comes with dust bag.❤️,2020-02-22T12:44:55-08:00,sold_out
Michael Kors leather bag,40.0,200.0,It is in great shape there is no rips are tears it has a pocket in the back for your phone it will turn heads smells like new.,2020-02-17T22:10:19-08:00,sold_out
Vintage Lame coat,80.0,125.0,This is a vintage all original Lamb coat good condition the shoulder on the coat is parting but it’s not notable the goat has leather pockets and closure hooks very pretty  and warm,2020-03-01T09:05:04-08:00,sold_out
Ameri Leather Bag Beautiful,125.0,500.0,Ameri Leather  all Leather Bag Beautiful hand Work you can wear with many things has a small purse attached to the bad great for spring ❤️,2020-02-22T12:24:14-08:00,sold_out
